F77_15.43_10939_3024_T,F77_15.43_10939_3024,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_10939_3,PJILPAJF_01328,CDS,696.0,ftsZ_2,,,Cell division protein FtsZ,0.687289278790974
F77_15.43_10939_3037_A,F77_15.43_10939_3037,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_10939_3,PJILPAJF_01328,CDS,696.0,ftsZ_2,,,Cell division protein FtsZ,0.687289278790974
F77_15.43_10939_3070_T,F77_15.43_10939_3070,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.9401381982949
F77_15.43_10939_3215_G,F77_15.43_10939_3215,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.795195989795126
F77_15.43_10939_3268_A,F77_15.43_10939_3268,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_10939_4,,,,,,,,0.700784010592532
F77_15.43_11513_24650_A,F77_15.43_11513_24650,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.529213341500018
F77_15.43_13860_4674_T,F77_15.43_13860_4674,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_13860_4,PJILPAJF_01492,CDS,1251.0,aroA,2.5.1.19,COG0128,3-phosphoshikimate 1-carboxyvinyltransferase,0.242783685410912
F77_15.43_13860_4794_A,F77_15.43_13860_4794,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_13860_4,PJILPAJF_01492,CDS,1251.0,aroA,2.5.1.19,COG0128,3-phosphoshikimate 1-carboxyvinyltransferase,0.863243196911203
F77_15.43_13860_4821_T,F77_15.43_13860_4821,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_13860_4,PJILPAJF_01492,CDS,1251.0,aroA,2.5.1.19,COG0128,3-phosphoshikimate 1-carboxyvinyltransferase,0.664132777781867
F77_15.43_13860_7126_C,F77_15.43_13860_7126,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_13860_7,,,,,,,,0.534332961399837
F77_15.43_13860_7156_A,F77_15.43_13860_7156,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.308365167896581
F77_15.43_13860_7161_A,F77_15.43_13860_7161,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.225660910034585
F77_15.43_13860_7162_C,F77_15.43_13860_7162,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.0871739593424692
F77_15.43_13860_7165_A,F77_15.43_13860_7165,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.256172364585472
F77_15.43_13860_7166_T,F77_15.43_13860_7166,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.256172364585472
F77_15.43_13860_7206_A,F77_15.43_13860_7206,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.288902312608481
F77_15.43_13860_7208_A,F77_15.43_13860_7208,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.288902312608481
F77_15.43_13860_10793_C,F77_15.43_13860_10793,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_13860_11,PJILPAJF_01497,CDS,1194.0,queA_1,2.4.99.17,,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,0.505984116754792
F77_15.43_15268_940_G,F77_15.43_15268_940,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_15268_2,PJILPAJF_01671,CDS,1323.0,ampG_2,,COG0477,Anhydromuropeptide permease,0.390864651256311
F77_15.43_15268_982_C,F77_15.43_15268_982,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_15268_2,PJILPAJF_01671,CDS,1323.0,ampG_2,,COG0477,Anhydromuropeptide permease,0.290809251665494
F77_15.43_15268_1006_G,F77_15.43_15268_1006,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_15268_2,PJILPAJF_01671,CDS,1323.0,ampG_2,,COG0477,Anhydromuropeptide permease,0.336590275206563
F77_15.43_17192_13621_T,F77_15.43_17192_13621,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_17192_11,PJILPAJF_01819,CDS,1056.0,manA_3,3.2.1.78,COG4124,"Mannan endo-1,4-beta-mannosidase",0.858022462300034
F77_15.43_17192_26298_T,F77_15.43_17192_26298,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_17192_20,,,,,,,,0.85432766493223
F77_15.43_17192_26310_G,F77_15.43_17192_26310,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_17192_20,,,,,,,,0.614564061715064
F77_15.43_21663_16490_G,F77_15.43_21663_16490,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.305689565078079
F77_15.43_2284_447_C,F77_15.43_2284_447,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_2284_1,PJILPAJF_00399,CDS,1299.0,,,,hypothetical protein,0.206361663806018
F77_15.43_2284_456_T,F77_15.43_2284_456,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_2284_1,PJILPAJF_00399,CDS,1299.0,,,,hypothetical protein,0.206361663806018
F77_15.43_2284_657_C,F77_15.43_2284_657,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_2284_1,PJILPAJF_00399,CDS,1299.0,,,,hypothetical protein,0.219442142992627
F77_15.43_2284_972_C,F77_15.43_2284_972,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_2284_1,PJILPAJF_00399,CDS,1299.0,,,,hypothetical protein,0.571660196428117
F77_15.43_2284_9765_A,F77_15.43_2284_9765,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_2284_10,PJILPAJF_00407,CDS,1533.0,gltX,6.1.1.17,COG0008,Glutamate--tRNA ligase,0.45569354571334
F77_15.43_2284_11332_T,F77_15.43_2284_11332,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_2284_11,PJILPAJF_00408,CDS,2076.0,,,,hypothetical protein,0.372449313713904
F77_15.43_26706_393_C,F77_15.43_26706_393,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26706_1,PJILPAJF_00044,CDS,1131.0,resA_1,,,Thiol-disulfide oxidoreductase ResA,0.750136566770986
F77_15.43_26706_627_T,F77_15.43_26706_627,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26706_1,PJILPAJF_00044,CDS,1131.0,resA_1,,,Thiol-disulfide oxidoreductase ResA,0.952772017924434
F77_15.43_26706_4567_A,F77_15.43_26706_4567,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26706_4,PJILPAJF_00047,CDS,540.0,aroK,2.7.1.71,COG0703,Shikimate kinase,0.969431218999098
F77_15.43_26706_6811_G,F77_15.43_26706_6811,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26706_6,PJILPAJF_00049,CDS,777.0,argB,2.7.2.8,COG0548,Acetylglutamate kinase,0.0836834303604687
F77_15.43_26712_6329_A,F77_15.43_26712_6329,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26712_6,PJILPAJF_00056,CDS,2001.0,,,,hypothetical protein,0.43459820850708
F77_15.43_26712_7222_C,F77_15.43_26712_7222,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26712_7,PJILPAJF_00057,CDS,3072.0,,,,TonB-dependent receptor P39,0.0944491317708163
F77_15.43_26712_8527_G,F77_15.43_26712_8527,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26712_7,PJILPAJF_00057,CDS,3072.0,,,,TonB-dependent receptor P39,0.593422449713662
F77_15.43_26712_8809_C,F77_15.43_26712_8809,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26712_7,PJILPAJF_00057,CDS,3072.0,,,,TonB-dependent receptor P39,0.455794018328013
F77_15.43_26712_10282_A,F77_15.43_26712_10282,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26712_8,PJILPAJF_00058,CDS,1311.0,,,,hypothetical protein,0.175608920612071
F77_15.43_26712_10381_A,F77_15.43_26712_10381,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26712_8,PJILPAJF_00058,CDS,1311.0,,,,hypothetical protein,0.249352208777296
F77_15.43_26712_15941_C,F77_15.43_26712_15941,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26712_13,PJILPAJF_00063,CDS,1272.0,fucP_1,,COG0738,L-fucose-proton symporter,0.43459820850708
F77_15.43_26712_16016_A,F77_15.43_26712_16016,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26712_14,PJILPAJF_00064,CDS,1032.0,yjmD,1.-.-.-,COG1063,putative zinc-type alcohol dehydrogenase-like protein YjmD,0.286309802791042
F77_15.43_26712_16017_C,F77_15.43_26712_16017,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_26712_14,PJILPAJF_00064,CDS,1032.0,yjmD,1.-.-.-,COG1063,putative zinc-type alcohol dehydrogenase-like protein YjmD,0.247981693336407
F77_15.43_27533_7794_G,F77_15.43_27533_7794,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.311403223914595
F77_15.43_27533_8256_A,F77_15.43_27533_8256,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,,,,,,,,,0.590499958109345
F77_15.43_27919_1182_A,F77_15.43_27919_1182,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_27919_2,PJILPAJF_00184,CDS,783.0,,,,hypothetical protein,0.485671785247709
F77_15.43_27919_1185_T,F77_15.43_27919_1185,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_27919_2,PJILPAJF_00184,CDS,783.0,,,,hypothetical protein,0.485671785247709
F77_15.43_27994_3962_C,F77_15.43_27994_3962,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_27994_5,PJILPAJF_00252,CDS,1410.0,,,,hypothetical protein,0.0719647439417235
F77_15.43_27994_4162_G,F77_15.43_27994_4162,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_27994_5,PJILPAJF_00252,CDS,1410.0,,,,hypothetical protein,0.427414931948713
F77_15.43_27994_4684_A,F77_15.43_27994_4684,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_27994_5,PJILPAJF_00252,CDS,1410.0,,,,hypothetical protein,0.427414931948713
F77_15.43_28152_4839_A,F77_15.43_28152_4839,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_28152_3,PJILPAJF_00267,CDS,2871.0,infB,,,Translation initiation factor IF-2,0.473943735093725
F77_15.43_28152_4845_T,F77_15.43_28152_4845,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_28152_3,PJILPAJF_00267,CDS,2871.0,infB,,,Translation initiation factor IF-2,0.485671785247732
F77_15.43_28152_29442_T,F77_15.43_28152_29442,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_28152_22,PJILPAJF_00283,CDS,1974.0,gyrB,5.6.2.2,COG0187,DNA gyrase subunit B,0.548811636094027
F77_15.43_28152_38286_T,F77_15.43_28152_38286,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_28152_29,PJILPAJF_00290,CDS,1443.0,ftsA,,,Cell division protein FtsA,0.752803819285551
F77_15.43_28321_2448_G,F77_15.43_28321_2448,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_28321_4,PJILPAJF_00309,CDS,2538.0,,,,hypothetical protein,0.108368023221895
F77_15.43_29526_1773_C,F77_15.43_29526_1773,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_2,PJILPAJF_00473,CDS,2829.0,,,,TonB-dependent receptor P26,0.739936818976489
F77_15.43_29526_1878_C,F77_15.43_29526_1878,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_2,PJILPAJF_00473,CDS,2829.0,,,,TonB-dependent receptor P26,0.77880078307141
F77_15.43_29526_6497_C,F77_15.43_29526_6497,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_4,PJILPAJF_00475,CDS,3204.0,,,,TonB-dependent receptor P3,0.105399224561867
F77_15.43_29526_6512_C,F77_15.43_29526_6512,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_4,PJILPAJF_00475,CDS,3204.0,,,,TonB-dependent receptor P3,0.0719647439417235
F77_15.43_29526_7775_C,F77_15.43_29526_7775,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_4,PJILPAJF_00475,CDS,3204.0,,,,TonB-dependent receptor P3,0.478308192534098
F77_15.43_29526_8594_G,F77_15.43_29526_8594,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_4,PJILPAJF_00475,CDS,3204.0,,,,TonB-dependent receptor P3,0.367879441171451
F77_15.43_29526_26177_T,F77_15.43_29526_26177,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_12,PJILPAJF_00481,CDS,3534.0,,,,hypothetical protein,0.123366880790127
F77_15.43_29526_26183_A,F77_15.43_29526_26183,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_12,PJILPAJF_00481,CDS,3534.0,,,,hypothetical protein,0.123366880790127
F77_15.43_29526_26208_G,F77_15.43_29526_26208,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_12,PJILPAJF_00481,CDS,3534.0,,,,hypothetical protein,0.123366880790127
F77_15.43_29526_26209_T,F77_15.43_29526_26209,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_12,PJILPAJF_00481,CDS,3534.0,,,,hypothetical protein,0.123366880790127
F77_15.43_29526_26214_G,F77_15.43_29526_26214,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_12,PJILPAJF_00481,CDS,3534.0,,,,hypothetical protein,0.126607102789085
F77_15.43_29526_26232_A,F77_15.43_29526_26232,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_12,PJILPAJF_00481,CDS,3534.0,,,,hypothetical protein,0.0348580705752291
F77_15.43_29526_26238_C,F77_15.43_29526_26238,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_29526_12,PJILPAJF_00481,CDS,3534.0,,,,hypothetical protein,0.0348580705752291
F77_15.43_33074_226_G,F77_15.43_33074_226,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_33074_1,PJILPAJF_00828,CDS,831.0,uppP,3.6.1.27,,Undecaprenyl-diphosphatase,0.361735460911196
F77_15.43_33074_2472_T,F77_15.43_33074_2472,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_33074_4,PJILPAJF_00831,CDS,768.0,,,,hypothetical protein,0.341879827563848
F77_15.43_33074_2480_C,F77_15.43_33074_2480,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_33074_4,PJILPAJF_00831,CDS,768.0,,,,hypothetical protein,0.341879827563848
F77_15.43_35355_3125_A,F77_15.43_35355_3125,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_35355_4,PJILPAJF_00960,CDS,684.0,,,,hypothetical protein,0.140813711059205
F77_15.43_37268_2636_T,F77_15.43_37268_2636,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_37268_2,PJILPAJF_01160,CDS,4026.0,rcsC_8,2.7.13.3,,Sensor histidine kinase RcsC,0.20528965757991
F77_15.43_37268_2661_G,F77_15.43_37268_2661,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_37268_2,PJILPAJF_01160,CDS,4026.0,rcsC_8,2.7.13.3,,Sensor histidine kinase RcsC,0.485671785247732
F77_15.43_37268_2740_C,F77_15.43_37268_2740,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_37268_2,PJILPAJF_01160,CDS,4026.0,rcsC_8,2.7.13.3,,Sensor histidine kinase RcsC,0.472366552741013
F77_15.43_37268_2754_G,F77_15.43_37268_2754,F77_15.43,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella mizrahii,F77_15.43_37268_2,PJILPAJF_01160,CDS,4026.0,rcsC_8,2.7.13.3,,Sensor histidine kinase RcsC,0.608429032687101
